"","Precinct","First","Second","Third","Ward"
"73912","P-05","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-12"
"73913","P-09","BETSY HODGES","undervote","undervote","W-13"
"73914","P-01","BETSY HODGES","DON SAMUELS","undervote","W-1"
"73915","P-05","MARK ANDREW","BILL KAHN","undervote","W-2"
"73916","P-02","MARK ANDREW","CAPTAIN JACK SPARROW","undervote","W-12"
"73917","P-03","MARK ANDREW","CAM WINTON","BETSY HODGES","W-11"
"73918","P-09","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-2"
"73919","P-08","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-12"
"73920","P-05","BETSY HODGES","MARK ANDREW","RAHN V. WORKCUFF","W-12"
"73921","P-09","BETSY HODGES","BOB FINE","MARK ANDREW","W-10"
"73922","P-10","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-12"
"73923","P-03","MARK ANDREW","undervote","undervote","W-6"
"73924","P-08","undervote","undervote","undervote","W-10"
"73925","P-05","MARK ANDREW","BETSY HODGES","BOB FINE","W-13"
"73926","P-08","MARK ANDREW","BETSY HODGES","GREGG A. IVERSON","W-2"
"73927","P-02","BETSY HODGES","ALICIA K. BENNETT","JACKIE CHERRYHOMES","W-11"
"73928","P-04","BETSY HODGES","GREGG A. IVERSON","ALICIA K. BENNETT","W-11"
"73929","P-06","BETSY HODGES","DON SAMUELS","CAM WINTON","W-8"
"73930","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"73931","P-09","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-1"
"73932","P-05","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"73933","P-06","BETSY HODGES","undervote","undervote","W-3"
"73934","P-09","MARK ANDREW","BETSY HODGES","BOB FINE","W-1"
"73935","P-04","MARK ANDREW","MIKE GOULD","GREGG A. IVERSON","W-4"
"73936","P-04","MARK ANDREW","JAYMIE KELLY","BOB FINE","W-3"
"73937","P-07","MARK ANDREW","undervote","undervote","W-9"
"73938","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-1"
"73939","P-08","DAN COHEN","BOB FINE","MARK V ANDERSON","W-11"
"73940","P-09","MARK ANDREW","undervote","undervote","W-3"
"73941","P-09","MARK ANDREW","BETSY HODGES","undervote","W-2"
"73942","P-04","DAN COHEN","CAPTAIN JACK SPARROW","JACKIE CHERRYHOMES","W-10"
"73943","P-08","CAM WINTON","JACKIE CHERRYHOMES","MARK ANDREW","W-2"
"73944","P-07","DON SAMUELS","MARK ANDREW","undervote","W-10"
"73945","P-03","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-12"
"73946","P-06","MARK ANDREW","UWI","undervote","W-12"
"73947","P-01","DAN COHEN","JOHN LESLIE HARTWIG","NEAL BAXTER","W-1"
"73948","P-05","BETSY HODGES","STEPHANIE WOODRUFF","DON SAMUELS","W-12"
"73949","P-03A","BETSY HODGES","DON SAMUELS","CAM WINTON","W-10"
"73950","P-01","MARK ANDREW","BETSY HODGES","CAM WINTON","W-3"
"73951","P-08","MARK ANDREW","BOB FINE","BETSY HODGES","W-13"
"73952","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"73953","P-06","DON SAMUELS","MARK ANDREW","BOB FINE","W-12"
"73954","P-03","MERRILL ANDERSON","JEFFREY ALAN WAGNER","JOHN CHARLES WILSON","W-4"
"73955","P-08","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-8"
"73956","P-03","CAM WINTON","DAN COHEN","MARK V ANDERSON","W-7"
"73957","P-09","DAN COHEN","BETSY HODGES","MARK V ANDERSON","W-1"
"73958","P-05","OLE SAVIOR","CHRISTOPHER CLARK","undervote","W-1"
"73959","P-07","JACKIE CHERRYHOMES","DON SAMUELS","BETSY HODGES","W-7"
"73960","P-08","DON SAMUELS","MARK ANDREW","undervote","W-8"
"73961","P-07","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-3"
"73962","P-05","BOB FINE","DON SAMUELS","MARK ANDREW","W-13"
"73963","P-01","MARK ANDREW","BETSY HODGES","BOB FINE","W-13"
"73964","P-03","DON SAMUELS","DAN COHEN","BETSY HODGES","W-5"
"73965","P-02","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-5"
"73966","P-01","BETSY HODGES","MARK ANDREW","undervote","W-12"
"73967","P-01","BETSY HODGES","BOB FINE","CAM WINTON","W-13"
"73968","P-01","DON SAMUELS","CAM WINTON","BETSY HODGES","W-2"
"73969","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"73970","P-01","DAN COHEN","undervote","undervote","W-3"
"73971","P-08","DON SAMUELS","CAM WINTON","JACKIE CHERRYHOMES","W-2"
"73972","P-05","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"73973","P-08","BETSY HODGES","MARK V ANDERSON","DAN COHEN","W-12"
"73974","P-01","BETSY HODGES","MARK ANDREW","DOUG MANN","W-9"
"73975","P-03","MARK ANDREW","undervote","undervote","W-6"
"73976","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-1"
"73977","P-03","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-3"
"73978","P-01","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"73979","P-08","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-4"
"73980","P-08","BETSY HODGES","MARK ANDREW","DOUG MANN","W-2"
"73981","P-04","MARK ANDREW","DON SAMUELS","BOB FINE","W-13"
"73982","P-09","CAPTAIN JACK SPARROW","CHRISTOPHER ROBIN ZIMMERMAN","TROY BENJEGERDES","W-11"
"73983","P-03","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-3"
"73984","P-04","DON SAMUELS","DON SAMUELS","DON SAMUELS","W-6"
"73985","P-04","DON SAMUELS","CAPTAIN JACK SPARROW","KURTIS W. HANNA","W-13"
"73986","P-09","CAM WINTON","undervote","undervote","W-7"
"73987","P-07","BETSY HODGES","DON SAMUELS","undervote","W-3"
"73988","P-08","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"73989","P-06","DON SAMUELS","BETSY HODGES","CAM WINTON","W-10"
"73990","P-04","MARK ANDREW","CAM WINTON","BETSY HODGES","W-13"
"73991","P-06","DON SAMUELS","JACKIE CHERRYHOMES","DAN COHEN","W-3"
"73992","P-08","BOB FINE","DAN COHEN","STEPHANIE WOODRUFF","W-4"
"73993","P-09","BOB FINE","BETSY HODGES","STEPHANIE WOODRUFF","W-7"
"73994","P-07","BETSY HODGES","JACKIE CHERRYHOMES","DAN COHEN","W-11"
"73995","P-07","BETSY HODGES","DON SAMUELS","JOHN CHARLES WILSON","W-7"
"73996","P-06","BETSY HODGES","DON SAMUELS","JOHN CHARLES WILSON","W-9"
"73997","P-02D","DON SAMUELS","BETSY HODGES","CAM WINTON","W-7"
"73998","P-02","DAN COHEN","OLE SAVIOR","MARK ANDREW","W-12"
"73999","P-09","BETSY HODGES","DON SAMUELS","NEAL BAXTER","W-7"
"74000","P-08","CAM WINTON","JOHN LESLIE HARTWIG","OLE SAVIOR","W-1"
"74001","P-01","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-2"
"74002","P-09","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-6"
"74003","P-03","MARK ANDREW","BETSY HODGES","JOHN LESLIE HARTWIG","W-5"
"74004","P-06","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-2"
"74005","P-06","CAM WINTON","BOB ""AGAIN"" CARNEY JR","BETSY HODGES","W-3"
"74006","P-05A","MARK ANDREW","undervote","undervote","W-10"
"74007","P-03","CAM WINTON","BOB FINE","DAN COHEN","W-1"
"74008","P-06","MARK ANDREW","undervote","undervote","W-3"
"74009","P-06","BETSY HODGES","DON SAMUELS","TROY BENJEGERDES","W-9"
"74010","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"74011","P-09","MARK ANDREW","undervote","undervote","W-13"
"74012","P-02","CAM WINTON","DAN COHEN","undervote","W-3"
"74013","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-9"
"74014","P-05","DON SAMUELS","undervote","undervote","W-4"
"74015","P-02","DOUG MANN","BOB FINE","DON SAMUELS","W-9"
"74016","P-01","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-1"
"74017","P-09","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"74018","P-09","MARK ANDREW","BETSY HODGES","ALICIA K. BENNETT","W-11"
"74019","P-09","BETSY HODGES","STEPHANIE WOODRUFF","MARK ANDREW","W-3"
"74020","P-08","DON SAMUELS","JACKIE CHERRYHOMES","GREGG A. IVERSON","W-4"
"74021","P-09","CAM WINTON","undervote","undervote","W-13"
"74022","P-07","CHRISTOPHER ROBIN ZIMMERMAN","CAM WINTON","BOB FINE","W-3"
"74023","P-03","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"74024","P-07","BETSY HODGES","CAM WINTON","STEPHANIE WOODRUFF","W-13"
"74025","P-06","BOB FINE","DON SAMUELS","DAN COHEN","W-1"
"74026","P-01","CAM WINTON","DON SAMUELS","MARK ANDREW","W-1"
"74027","P-03","MARK ANDREW","DAN COHEN","BETSY HODGES","W-13"
"74028","P-04","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-12"
"74029","P-07","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-8"
"74030","P-01","DON SAMUELS","BOB FINE","BOB FINE","W-2"
"74031","P-01","BETSY HODGES","DOUG MANN","JAMES EVERETT","W-6"
"74032","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"74033","P-07","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-8"
"74034","P-07","BETSY HODGES","DON SAMUELS","CAM WINTON","W-13"
"74035","P-04","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-4"
"74036","P-08","BETSY HODGES","MARK ANDREW","undervote","W-12"
"74037","P-09","CAM WINTON","BETSY HODGES","undervote","W-3"
"74038","P-07","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-10"
"74039","P-09","MARK ANDREW","undervote","undervote","W-1"
"74040","P-03","CAM WINTON","OLE SAVIOR","undervote","W-9"
"74041","P-05","DON SAMUELS","BETSY HODGES","CAPTAIN JACK SPARROW","W-5"
"74042","P-08","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"74043","P-05","BETSY HODGES","undervote","undervote","W-1"
"74044","P-03","DOUG MANN","BETSY HODGES","DON SAMUELS","W-8"
"74045","P-08","BETSY HODGES","MARK V ANDERSON","MARK ANDREW","W-12"
"74046","P-06","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"74047","P-08","BETSY HODGES","DON SAMUELS","BOB FINE","W-11"
"74048","P-04","DON SAMUELS","DON SAMUELS","DON SAMUELS","W-13"
"74049","P-03","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-12"
"74050","P-07","CAM WINTON","MARK ANDREW","DAN COHEN","W-13"
"74051","P-07","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-11"
"74052","P-06","MARK ANDREW","DON SAMUELS","TONY LANE","W-1"
"74053","P-05","CAM WINTON","CHRISTOPHER ROBIN ZIMMERMAN","DON SAMUELS","W-13"
"74054","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-2"
"74055","P-06","BETSY HODGES","STEPHANIE WOODRUFF","KURTIS W. HANNA","W-3"
"74056","P-02","BETSY HODGES","DOUG MANN","undervote","W-9"
"74057","P-08","MARK ANDREW","undervote","undervote","W-6"
"74058","P-02","DOUG MANN","JAMES EVERETT","BETSY HODGES","W-1"
"74059","P-01","MARK ANDREW","BETSY HODGES","GREGG A. IVERSON","W-12"
"74060","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-12"
"74061","P-09","DON SAMUELS","BETSY HODGES","undervote","W-1"
"74062","P-04","BETSY HODGES","CAM WINTON","MARK ANDREW","W-10"
"74063","P-02D","MARK ANDREW","DON SAMUELS","BOB FINE","W-7"
"74064","P-03","JACKIE CHERRYHOMES","MERRILL ANDERSON","BETSY HODGES","W-5"
"74065","P-08","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"74066","P-08","BETSY HODGES","DON SAMUELS","undervote","W-12"
"74067","P-05","MARK ANDREW","DON SAMUELS","CAM WINTON","W-9"
"74068","P-05","MARK ANDREW","BETSY HODGES","CAM WINTON","W-4"
"74069","P-06","BOB FINE","DON SAMUELS","DAN COHEN","W-3"
"74070","P-04","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-5"
"74071","P-05","CAM WINTON","BOB FINE","undervote","W-11"
"74072","P-04","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-11"
"74073","P-05","DON SAMUELS","BETSY HODGES","MARK V ANDERSON","W-6"
"74074","P-03","DAN COHEN","undervote","undervote","W-5"
"74075","P-03","CAPTAIN JACK SPARROW","JACKIE CHERRYHOMES","undervote","W-12"
"74076","P-09","BETSY HODGES","DON SAMUELS","BOB FINE","W-11"
"74077","P-05","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-13"
"74078","P-07","BETSY HODGES","BOB FINE","CAM WINTON","W-13"
"74079","P-08","MARK ANDREW","BETSY HODGES","CAPTAIN JACK SPARROW","W-13"
"74080","P-06","DON SAMUELS","CAM WINTON","JACKIE CHERRYHOMES","W-1"
"74081","P-09","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"74082","P-09","BETSY HODGES","JACKIE CHERRYHOMES","STEPHANIE WOODRUFF","W-7"
"74083","P-06","MARK ANDREW","undervote","undervote","W-4"
"74084","P-03","BETSY HODGES","DON SAMUELS","DOUG MANN","W-8"
"74085","P-05","CAM WINTON","DON SAMUELS","undervote","W-12"
"74086","P-03","CAPTAIN JACK SPARROW","BETSY HODGES","MARK ANDREW","W-3"
"74087","P-06","JACKIE CHERRYHOMES","undervote","undervote","W-1"
"74088","P-05","CAM WINTON","DAN COHEN","BOB FINE","W-11"
"74089","P-09","BETSY HODGES","STEPHANIE WOODRUFF","CAM WINTON","W-12"
"74090","P-06","STEPHANIE WOODRUFF","BETSY HODGES","MARK ANDREW","W-11"
"74091","P-03","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"74092","P-04","DON SAMUELS","undervote","undervote","W-5"
"74093","P-05","BETSY HODGES","CAM WINTON","MARK ANDREW","W-13"
"74094","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"74095","P-07","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-1"
"74096","P-04","DON SAMUELS","BETSY HODGES","DAN COHEN","W-9"
"74097","P-05","MARK ANDREW","undervote","undervote","W-4"
"74098","P-03","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"74099","P-02","BETSY HODGES","MARK ANDREW","undervote","W-10"
"74100","P-03","MARK ANDREW","ALICIA K. BENNETT","CAPTAIN JACK SPARROW","W-2"
"74101","P-01","STEPHANIE WOODRUFF","BOB FINE","DON SAMUELS","W-1"
"74102","P-08","JACKIE CHERRYHOMES","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"74103","P-02","undervote","undervote","undervote","W-6"
"74104","P-08","undervote","DAN COHEN","undervote","W-3"
"74105","P-08","BETSY HODGES","MARK ANDREW","STEPHANIE WOODRUFF","W-13"
"74106","P-07","BETSY HODGES","DON SAMUELS","GREGG A. IVERSON","W-10"
"74107","P-09","CAM WINTON","undervote","undervote","W-12"
"74108","P-10","DON SAMUELS","BETSY HODGES","BOB FINE","W-11"
"74109","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"74110","P-08","BETSY HODGES","DON SAMUELS","BOB FINE","W-8"
"74111","P-03","CAM WINTON","undervote","undervote","W-13"
"74112","P-09","CAM WINTON","MARK V ANDERSON","undervote","W-13"
"74113","P-01C","CAM WINTON","undervote","undervote","W-7"
"74114","P-03","DON SAMUELS","DAN COHEN","NEAL BAXTER","W-7"
"74115","P-05","ABDUL M RAHAMAN ""THE ROCK""","ABDUL M RAHAMAN ""THE ROCK""","ABDUL M RAHAMAN ""THE ROCK""","W-4"
"74116","P-01","BETSY HODGES","CAM WINTON","JEFFREY ALAN WAGNER","W-9"
"74117","P-01","RAHN V. WORKCUFF","CAM WINTON","NEAL BAXTER","W-5"
"74118","P-03","CAPTAIN JACK SPARROW","CYD GORMAN","KURTIS W. HANNA","W-2"
"74119","P-09","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-2"
"74120","P-06","BETSY HODGES","ALICIA K. BENNETT","MARK ANDREW","W-12"
"74121","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"74122","P-04","JAYMIE KELLY","UWI","UWI","W-9"
"74123","P-05","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"74124","P-04","BETSY HODGES","DON SAMUELS","CAM WINTON","W-11"
"74125","P-08","MARK ANDREW","undervote","undervote","W-6"
"74126","P-01","DON SAMUELS","JACKIE CHERRYHOMES","undervote","W-1"
"74127","P-08","MARK ANDREW","BETSY HODGES","CAM WINTON","W-8"
"74128","P-09","MARK ANDREW","BETSY HODGES","undervote","W-7"
"74129","P-03","MARK ANDREW","STEPHANIE WOODRUFF","undervote","W-13"
"74130","P-02D","MARK ANDREW","BETSY HODGES","CAM WINTON","W-7"
"74131","P-03","MARK ANDREW","CAM WINTON","BETSY HODGES","W-13"
"74132","P-08","DON SAMUELS","MARK ANDREW","BOB FINE","W-12"
"74133","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"74134","P-07","BETSY HODGES","BOB FINE","CAM WINTON","W-13"
"74135","P-09","DON SAMUELS","CAM WINTON","MARK ANDREW","W-13"
"74136","P-07","BETSY HODGES","undervote","undervote","W-13"
"74137","P-04","BETSY HODGES","DON SAMUELS","JAYMIE KELLY","W-4"
"74138","P-01","MARK ANDREW","BETSY HODGES","undervote","W-10"
"74139","P-02","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-3"
"74140","P-02","CAM WINTON","BETSY HODGES","DON SAMUELS","W-3"
"74141","P-02","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-1"
"74142","P-04","DON SAMUELS","DAN COHEN","CAPTAIN JACK SPARROW","W-8"
"74143","P-07","DON SAMUELS","CAM WINTON","BETSY HODGES","W-4"
"74144","P-03","BETSY HODGES","undervote","undervote","W-1"
"74145","P-07","BETSY HODGES","STEPHANIE WOODRUFF","DOUG MANN","W-10"
"74146","P-05","JAYMIE KELLY","DAN COHEN","BETSY HODGES","W-9"
"74147","P-07","BETSY HODGES","MARK ANDREW","undervote","W-10"
"74148","P-01","BETSY HODGES","DON SAMUELS","undervote","W-2"
"74149","P-05","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"74150","P-05","JACKIE CHERRYHOMES","DON SAMUELS","BOB FINE","W-5"
"74151","P-05","BETSY HODGES","BOB FINE","MARK ANDREW","W-13"
"74152","P-09","DON SAMUELS","MARK ANDREW","CAM WINTON","W-1"
"74153","P-01C","BETSY HODGES","DON SAMUELS","JOHN CHARLES WILSON","W-7"
"74154","P-10","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"74155","P-01","DAN COHEN","CAM WINTON","BETSY HODGES","W-3"
"74156","P-03","BETSY HODGES","MARK ANDREW","CAM WINTON","W-13"
"74157","P-03","MARK ANDREW","CAM WINTON","undervote","W-3"
"74158","P-06","BETSY HODGES","MARK ANDREW","BOB FINE","W-12"
"74159","P-02","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-2"
"74160","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-9"
"74161","P-07","DAN COHEN","CAM WINTON","BOB FINE","W-7"
"74162","P-01","CAM WINTON","BETSY HODGES","JACKIE CHERRYHOMES","W-12"
"74163","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"74164","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"74165","P-04","CAM WINTON","undervote","undervote","W-11"
"74166","P-06","KURTIS W. HANNA","DON SAMUELS","DAN COHEN","W-2"
"74167","P-02","BETSY HODGES","STEPHANIE WOODRUFF","DON SAMUELS","W-9"
"74168","P-04","CAM WINTON","DON SAMUELS","CHRISTOPHER ROBIN ZIMMERMAN","W-1"
"74169","P-01","DAN COHEN","MARK ANDREW","BETSY HODGES","W-12"
"74170","P-05A","BETSY HODGES","DON SAMUELS","undervote","W-10"
"74171","P-04","CAM WINTON","undervote","undervote","W-6"
"74172","P-04","CAM WINTON","undervote","undervote","W-5"
"74173","P-02","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-5"
"74174","P-05A","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-10"
"74175","P-03","MARK ANDREW","BETSY HODGES","NEAL BAXTER","W-9"
"74176","P-02","MARK ANDREW","STEPHANIE WOODRUFF","MIKE GOULD","W-8"
"74177","P-07","STEPHANIE WOODRUFF","MIKE GOULD","undervote","W-10"
"74178","P-09","CAM WINTON","BOB FINE","OLE SAVIOR","W-7"
"74179","P-02","BETSY HODGES","MARK ANDREW","undervote","W-2"
"74180","P-06","MARK V ANDERSON","BETSY HODGES","DON SAMUELS","W-2"
"74181","P-01","BETSY HODGES","DON SAMUELS","MIKE GOULD","W-1"
"74182","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"74183","P-01","MARK ANDREW","undervote","undervote","W-11"
"74184","P-01","BETSY HODGES","BOB FINE","CAM WINTON","W-12"
"74185","P-03","CAM WINTON","BOB FINE","undervote","W-12"
"74186","P-02","DON SAMUELS","BOB FINE","BETSY HODGES","W-5"
"74187","P-03","JAYMIE KELLY","JOSHUA REA","DOUG MANN","W-11"
"74188","P-02","MARK V ANDERSON","DON SAMUELS","BETSY HODGES","W-6"
"74189","P-05","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-8"
"74190","P-01","JACKIE CHERRYHOMES","BETSY HODGES","MARK ANDREW","W-11"
"74191","P-04D","CAM WINTON","BILL KAHN","KURTIS W. HANNA","W-7"
"74192","P-07","MARK ANDREW","undervote","undervote","W-6"
"74193","P-10","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-7"
"74194","P-01","DON SAMUELS","MARK V ANDERSON","JACKIE CHERRYHOMES","W-10"
"74195","P-04","BETSY HODGES","DON SAMUELS","undervote","W-12"
"74196","P-07","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-10"
"74197","P-08","CAM WINTON","MARK ANDREW","undervote","W-2"
"74198","P-03","DOUG MANN","DON SAMUELS","BETSY HODGES","W-9"
"74199","P-03","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-1"
"74200","P-08","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-12"
"74201","P-03","CAM WINTON","BOB FINE","undervote","W-1"
"74202","P-07","MARK ANDREW","MARK ANDREW","MARK ANDREW","W-10"
"74203","P-09","MARK ANDREW","undervote","undervote","W-13"
"74204","P-05","BETSY HODGES","JAMES EVERETT","undervote","W-1"
"74205","P-09","DAN COHEN","CAM WINTON","BOB FINE","W-2"
"74206","P-08","BETSY HODGES","MARK ANDREW","BOB FINE","W-13"
"74207","P-09","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-3"
"74208","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-1"
"74209","P-01","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"74210","P-08","TROY BENJEGERDES","MARK ANDREW","DON SAMUELS","W-8"
"74211","P-05","BETSY HODGES","MARK ANDREW","DOUG MANN","W-2"
"74212","P-06","STEPHANIE WOODRUFF","BETSY HODGES","MERRILL ANDERSON","W-4"
"74213","P-08","BETSY HODGES","MARK ANDREW","CAM WINTON","W-7"
"74214","P-08","CAM WINTON","OLE SAVIOR","CAPTAIN JACK SPARROW","W-2"
"74215","P-02","DON SAMUELS","BETSY HODGES","CAM WINTON","W-9"
"74216","P-02","MARK ANDREW","BOB FINE","BETSY HODGES","W-10"
"74217","P-08","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"74218","P-06","MARK ANDREW","undervote","undervote","W-6"
"74219","P-08","BETSY HODGES","undervote","undervote","W-11"
"74220","P-04D","BETSY HODGES","ALICIA K. BENNETT","JEFFREY ALAN WAGNER","W-7"
"74221","P-08","DON SAMUELS","BETSY HODGES","MIKE GOULD","W-7"
"74222","P-07","BETSY HODGES","STEPHANIE WOODRUFF","UWI","W-7"
"74223","P-08","BETSY HODGES","DON SAMUELS","undervote","W-4"
"74224","P-08","DAN COHEN","BETSY HODGES","CAPTAIN JACK SPARROW","W-13"
"74225","P-02","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-8"
"74226","P-03","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-5"
"74227","P-08","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-13"
"74228","P-05","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-4"
"74229","P-03","DON SAMUELS","undervote","JACKIE CHERRYHOMES","W-5"
"74230","P-03","CAM WINTON","OLE SAVIOR","CHRISTOPHER CLARK","W-1"
"74231","P-02D","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-7"
"74232","P-03","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-4"
"74233","P-06","CAM WINTON","TROY BENJEGERDES","MARK V ANDERSON","W-4"
"74234","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-9"
"74235","P-02","MARK ANDREW","undervote","undervote","W-6"
"74236","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-3"
"74237","P-05","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"74238","P-09","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"74239","P-06","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-2"
"74240","P-06","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"74241","P-02","CAM WINTON","undervote","undervote","W-11"
"74242","P-02","BETSY HODGES","MARK ANDREW","DOUG MANN","W-12"
"74243","P-02","BOB FINE","BETSY HODGES","undervote","W-13"
"74244","P-02","undervote","undervote","undervote","W-11"
"74245","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"74246","P-03A","MARK ANDREW","BETSY HODGES","DAN COHEN","W-10"
"74247","P-09","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-2"
"74248","P-06","BETSY HODGES","MARK V ANDERSON","DON SAMUELS","W-13"
"74249","P-6C","JACKIE CHERRYHOMES","MARK ANDREW","GREGG A. IVERSON","W-5"
"74250","P-06","BETSY HODGES","undervote","undervote","W-12"
"74251","P-09","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-1"
"74252","P-01","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-4"
"74253","P-01","MARK ANDREW","BETSY HODGES","JAMES EVERETT","W-13"
"74254","P-03","DON SAMUELS","JACKIE CHERRYHOMES","MARK ANDREW","W-8"
"74255","P-07","MARK ANDREW","ABDUL M RAHAMAN ""THE ROCK""","CHRISTOPHER ROBIN ZIMMERMAN","W-3"
"74256","P-01","BETSY HODGES","undervote","undervote","W-6"
"74257","P-05","BETSY HODGES","BETSY HODGES","BETSY HODGES","W-4"
"74258","P-06","BETSY HODGES","BOB FINE","MARK ANDREW","W-11"
